source,target
ITU G.7718.1,ITU G.7711
RFC 2331,RFC 2684
RFC 5922,RFC 5923
RFC 2884,RFC 4614
ITU F.435,ITU X.400
ITU X.674,ITU Y.2205
RFC 3235,ITU J.192
ITU I.463,ITU V.110
RFC 385,RFC 691
RFC 414,RFC 691
RFC 630,RFC 691
RFC 1046,RFC 1812
RFC 7312,RFC 7680
RFC 3522,RFC 4614
RFC 3782,RFC 4614
ITU Y.1453,ITU Y.2012
RFC 4702,RFC 4704
ISO 20943-1,ISO 11179-3
RFC 1461,RFC 1700
RFC 4032,ITU Y.2205
ITU I.233,ITU I.326
RFC 2247,ITU X.501
ITU X.601,ITU Y.2091
RFC 1940,ITU E.360.1
RFC 5077,RFC 6120
RFC 2038,RFC 2250
ITU Y.1562,ITU E.800
ITU H.248.77,ITU H.248.93
RFC 1342,RFC 1341
ITU J.91,ITU J.93
RFC 1,RFC 2555
RFC 2,RFC 2555
RFC 51,RFC 2555
ISO 10164-18,ITU G.784
RFC 2162,RFC 2156
RFC 6372,ITU G.8110.1
RFC 4961,RFC 5764
RFC 4745,RFC 5025
ITU Y.2621,ITU Y.2622
RFC 6041,ITU Y.2622
RFC 3289,ITU Q.3303.1
ITU J.363,ITU J.360
ITU Y.2052,ITU Y.2201
ITU P.840,ITU P.800.1
ITU M.1230,ITU M.1539
RFC 1315,RFC 1700
ITU X.8101,ITU X.811
RFC 5026,ITU Y.2018
RFC 5031,RFC 5012
RFC 5069,RFC 5012
ITU Q.81.7,ITU Q.731.7
RFC 1446,RFC 1825
ITU T.173,ITU T.170
ITU T.176,ITU T.170
RFC 2393,RFC 2407
RFC 2491,RFC 5214
ITU G.774.2,ITU I.751
ITU J.175,ITU J.170
RFC 3191,RFC 3966
RFC 3192,RFC 3966
RFC 3690,ITU J.261
RFC 5250,RFC 5392
ITU P.834.1,ITU G.107.1
RFC 4756,ITU V.152
RFC 2814,ITU J.190
RFC 3865,RFC 6409
ITU P.1305,ITU P.1301
ITU X.218,ITU X.400
RFC 4363,RFC 4675
RFC 1641,RFC 1700
ITU G.793,ITU P.10
ITU G.794,ITU P.10
RFC 1455,RFC 1700
RFC 5316,RFC 5441
RFC 5950,ITU G.7712
RFC 4718,RFC 5996
RFC 767,RFC 759
ITU H.235.7,ITU H.245
RFC 4920,RFC 5152
ITU F.1330-1,ITU M.2100
ITU BR.648,ITU H.262
ITU BT.470-2,ITU H.262
ITU BT.601-3,ITU H.262
ITU Y.2051,ITU Y.2201
RFC 3207,RFC 6409
RFC 5929,RFC 6120
RFC 4069,ITU G.983.2
RFC 4070,ITU G.983.2
ITU H.460.9,ITU P.564
ISO 4196,ITU E.137
RFC 4227,RFC 4743
RFC 2786,ITU J.122
RFC 2248,RFC 3044
RFC 4339,RFC 4472
RFC 2790,RFC 4022
ISO 3166-2,ISO 7501
ISO 11770-11,ITU X.810
ISO 10967-2,ISO 10967
ISO 10967-3,ISO 10967
ISO 8652,ISO 10967
ITU H.741.4,ITU H.741.1
ITU H.248.96,ITU H.248.95
RFC 2381,RFC 2998
RFC 4502,RFC 6021
RFC 3721,RFC 3720
RFC 3723,RFC 3720
RFC 3360,RFC 4614
RFC 2615,ITU X.85
RFC 6106,ITU G.988
RFC 2295,RFC 2703
RFC 6426,ITU G.8113.2
RFC 3469,ITU G.8081
ISO 21000-17,ISO 1000
RFC 3444,RFC 5102
ITU Q.3321.1,ITU Y.2205
RFC 4590,RFC 5090
ITU E.775,ITU E.493
RFC 6871,ITU T.38
RFC 4987,RFC 5405
ITU Q.1980.1,ITU H.323
ITU P.31,ITU G.174
RFC 1936,RFC 4614
RFC 1494,RFC 1700
ISO 2008,ISO 7501
ISO 11578-21,ISO 10746-1
RFC 2985,RFC 5280
ITU X.712,ITU X.701
ISO 2382-4,ISO 11179-3
RFC 4405,RFC 4406
RFC 4406,RFC 5039
RFC 4407,RFC 4406
RFC 4408,RFC 4406
RFC 2798,ITU X.1141
ITU Q.1236,ITU Y.2201
ITU Q.1051,ITU Q.850
RFC 1080,RFC 1340
RFC 1116,RFC 1340
ITU Q.1219,ITU Q.76
RFC 1240,RFC 2030
RFC 4584,RFC 6434
ITU G.601,ITU G.972
RFC 5595,RFC 5596
RFC 5063,RFC 5151
RFC 6428,ITU G.8113.2
RFC 1430,RFC 1567
ISO 11494,ISO 13886
ITU F.902,ITU H.721
ISO 15946-2,ITU H.235
RFC 3819,RFC 4614
ISO 14516,ITU X.842
RFC 2894,ITU Y.2052
ITU X.45,ISO 9577
ITU X.48,ISO 9577
ITU X.49,ISO 9577
RFC 5036,RFC 5102
RFC 5054,ITU H.741.1
ISO 13818-9,ITU G.7041
ISO 14165-241,ITU G.7041
ITU T.103,ITU T.105
ITU T.104,ITU T.105
ITU H.460.4,ITU Y.2205
RFC 2107,RFC 4087
ISO 10021-10,ITU X.411
ITU Q.3202.1,ITU Y.2703
RFC 3081,ITU M.3016.1
ITU X.842,ITU X.1153
RFC 975,RFC 1812
RFC 2609,RFC 3588
ITU Q.953.3,ITU Q.950
RFC 3590,RFC 4862
RFC 5090,ITU X.1244
RFC 5122,RFC 6120
RFC 2288,RFC 3406
ITU Q.1912.2,ITU Q.1902.4
RFC 388,RFC 790
RFC 5735,RFC 6052
RFC 4094,RFC 4081
ISO 15944-8,ISO 15944-1
ITU G.851,ITU M.3208.1
ISO 4892-3,ITU L.13
ITU Y.2015,ITU Y.2091
RFC 4795,RFC 5687
RFC 1264,RFC 1310
RFC 2760,RFC 4821
ITU Q.2964.1,ITU Q.2934
ITU M.4110,ITU M.1510
ITU N.51,ITU M.1510
ITU H.248.65,ITU Q.3303.2
ISO 17876,ISO 17878
RFC 3750,RFC 4339
ISO 10118,ISO 9834-8
RFC 4022,ITU H.248.89
ITU H.248.95,ITU H.248.77
ITU P.863.1,ITU P.863
RFC 5228,ITU H.248.69
RFC 5145,RFC 5146
RFC 2725,RFC 4272
RFC 2625,RFC 3831
RFC 3831,RFC 4338
ITU G.951,ITU O.151
RFC 4546,ITU J.128
RFC 4517,ITU X.520
RFC 4389,RFC 5739
RFC 3266,ITU H.248.49
RFC 5968,ITU H.248.88
ISO 11573,ITU G.108
RFC 4516,RFC 5280
RFC 4627,ISO 16
RFC 7679,ITU Y.1543
RFC 7680,ITU Y.1543
ITU E.7351,ITU E.716
ITU E.7361,ITU E.716
ITU E.7371,ITU E.716
RFC 3842,ITU J.178
RFC 2469,RFC 5072
ISO 13250,ISO 11179-3
ITU Q.1762,ITU Y.2091
RFC 2416,RFC 3390
ISO 11073-10425,ITU H.810
ISO 11073-20601,ITU H.810
ITU H.811,ITU H.810
RFC 4028,ITU J.366.4
ISO 19500,ISO 950
ISO 19507,ISO 950
ISO 19509,ISO 950
RFC 4190,ITU Y.2205
ITU X.861,ITU X.701
ITU P.330,ITU P.1010
RFC 4976,ITU H.248.89
RFC 5644,RFC 5835
ITU Y.2175,ITU Y.2807
RFC 3050,RFC 3487
ITU H.350.1,ITU H.350
RFC 3161,RFC 5280
ITU X.246,ITU X.226
RFC 5285,RFC 6051
ITU X.1153,ITU H.741.1
RFC 3115,RFC 3439
ITU Q.2010,ITU Q.2761
ITU E.419,ITU E.802
RFC 3923,ITU X.1141
RFC 5557,RFC 5671
RFC 5282,RFC 5996
RFC 6425,RFC 6426
ITU X.321,ITU X.300
RFC 1932,RFC 2382
RFC 2751,ITU J.179
RFC 3474,ITU Y.1313
RFC 3476,ITU Y.1313
RFC 4687,RFC 6425
RFC 6348,RFC 6425
ITU G.900,ITU M.3604
ISO 10021-3,ITU X.400
RFC 801,RFC 820
ITU J.172,ITU J.176
RFC 4654,RFC 5405
RFC 3828,RFC 5405
RFC 1268,RFC 1940
ITU Q.441,ITU I.366.2
RFC 1846,RFC 2476
RFC 1985,RFC 2476
RFC 1474,RFC 1700
RFC 1567,RFC 1700
ISO 15045-1,ITU G.9970
RFC 5391,ITU G.711.1
ITU Q.956,ITU Q.950
RFC 1470,RFC 4614
RFC 1358,RFC 1700
RFC 3079,RFC 4962
RFC 3078,RFC 3079
RFC 6679,ITU Y.1271
RFC 5982,RFC 6390
RFC 1748,RFC 3144
RFC 3641,ITU X.520
RFC 3642,ITU X.520
RFC 5587,RFC 5801
RFC 3479,ITU G.8081
ISO 15452,ISO 15944-1
RFC 6710,ITU Y.1271
ITU Q.954,ITU Q.950
ITU Q.955,ITU Q.950
ITU H.248.97,ITU H.248.50
RFC 2959,ITU J.166
RFC 5521,RFC 5557
RFC 5801,RFC 5929
ITU X.1251,ITU X.1250
RFC 4788,ITU H.248.94
ITU Y.2704,ITU Y.2205
RFC 4855,RFC 6838
ITU X.12511,ITU X.1251
RFC 1288,RFC 2543
ITU X.283,ITU Q.751.1
RFC 5073,RFC 5671
RFC 5121,RFC 5739
ISO 15706-1,ITU J.181
RFC 4727,RFC 5226
ITU H.300,ITU H.239
ITU Y.1311.1,ITU Y.1310
RFC 3569,RFC 4294
RFC 6709,RFC 6958
RFC 2395,RFC 2407
RFC 7572,ITU H.248.78
RFC 7573,ITU H.248.78
RFC 5927,RFC 6733
ISO 135681,ITU X.904
ITU G.8273.1,ITU G.8273
ITU X.260,ISO 9577
ITU X.633,ISO 9577
ITU X.634,ISO 9577
ITU Q.783,ITU M.4100
ISO 9796-3,ITU T.30
RFC 3089,RFC 3234
RFC 5141,ITU X.520
RFC 3290,RFC 3654
RFC 3532,RFC 3654
ITU H.248.85,ITU H.248.87
ITU M.1060,ITU M.1340
RFC 736,RFC 1700
RFC 2632,RFC 2633
RFC 4492,RFC 6347
RFC 3903,RFC 6072
ISO 150551997,ISO 15055
RFC 2492,RFC 4294
RFC 5222,RFC 5986
RFC 1179,RFC 2132
RFC 1198,RFC 2132
ISO 13335-1,ISO 15944-1
ISO 2788,ISO 15944-7
ISO 5964,ISO 15944-7
ITU Q.95,ITU Q.931
ITU Q.1220,ITU Q.1231
ITU Q.1222,ITU Q.1231
ITU Q.1225,ITU Q.1231
RFC 5780,ITU H.248.50
ITU Q.2959,ITU E.737
RFC 2145,RFC 2616
RFC 2324,RFC 2616
RFC 3013,ITU E.408
RFC 3553,RFC 3862
RFC 1896,RFC 2049
RFC 7202,ITU H.248.93
RFC 6665,RFC 7247
RFC 6374,ITU G.8121
RFC 6435,ITU G.8121
RFC 4847,RFC 5212
RFC 4963,RFC 5405
RFC 3650,ITU Y.2720
RFC 3584,ITU Q.812
RFC 2208,ITU Y.1310
ISO 9973,ISO 11179-6
RFC 1496,RFC 2076
ITU P.370,ITU E.138
RFC 810,RFC 1340
ISO 8613-12,ITU T.435
ISO 8613-3,ITU T.435
RFC 7434,ITU Q.1912.5
RFC 7433,ITU Q.1912.5
RFC 97,RFC 5198
ITU X.1036,ITU G.7711
ITU Y.2721,ITU Y.2205
ITU X.69,ITU Z.104
RFC 1053,RFC 1700
RFC 652,RFC 1700
RFC 749,RFC 1700
ITU G.115,ITU G.101
ITU G.136,ITU G.101
ITU E.776,ITU E.419
ISO 10918,ISO 7501
ITU O.174,ITU G.8262
RFC 6888,ITU H.248.50
ITU Y.2053,ITU Y.2201
RFC 2465,RFC 4292
ITU X.1122,ITU Y.2701
RFC 5238,ITU H.248.93
RFC 1258,RFC 1704
ISO 9541-2,ITU T.415
RFC 4924,RFC 5902
RFC 6122,RFC 6120
RFC 4609,RFC 4601
RFC 6147,RFC 6144
RFC 4352,ITU P.1201.1
RFC 6269,RFC 6888
RFC 5598,RFC 6120
RFC 3407,ITU J.162
RFC 4704,ITU J.366.4
RFC 6056,RFC 6888
RFC 3044,RFC 5031
ISO 8308,ITU V.120
ITU T.170,ITU H.760
ITU Q.954.1,ITU Q.950
RFC 7656,ITU H.248.77
ITU Q.699,ITU X.301
RFC 4351,ITU H.323
RFC 1515,RFC 1700
RFC 4742,RFC 6087
RFC 4743,RFC 6244
RFC 6087,RFC 6244
ISO 9495-8,ITU Q.814
ITU V.291,ITU V.8
ITU V.9,ITU V.8
ITU BS.1534-3,ITU P.913
ITU G.774.4,ITU I.751
RFC 2890,RFC 4213
RFC 4006,ITU Q.1741.7
ITU E.743,ITU E.360.1
ITU X.235,ITU X.215
ITU H.248.9,ITU H.248.69
ISO 5807,ITU T.84
RFC 6096,RFC 6525
RFC 6458,RFC 6525
RFC 6378,ITU G.8121
RFC 2452,RFC 4614
RFC 5220,RFC 6724
RFC 3434,RFC 3577
ITU G.993,ITU G.984.1
ISO 6532,ISO 15944-1
RFC 4570,ITU H.248.37
RFC 2860,RFC 5226
ISO 23008-2,ITU H.222.0
RFC 3205,RFC 3234
RFC 3798,RFC 3864
ISO 10728,ISO 10032
ISO 8907,ISO 10032
ISO 9579,ISO 10032
ISO 9579-1,ISO 10032
ISO 9579-2,ISO 10032
RFC 1505,RFC 1700
RFC 3969,RFC 4240
RFC 4240,RFC 4458
RFC 2079,RFC 2798
RFC 3313,ITU H.248.55
ITU J.95,ITU Y.140.1
ISO 13242,ISO 15430
ISO 10538,ISO 15285
ITU G.103,ITU G.120
ISO 9797,ITU H.225.0
ITU G.8152,ITU G.7711
ITU H.248.94,ITU H.248.95
ITU X.931,ITU X.903
RFC 5277,RFC 6020
ITU Q.1912.3,ITU Q.1930
RFC 2163,RFC 2156
ITU E.491,ITU E.502
RFC 3635,ITU J.214
ISO 13813,ISO 10967-2
ISO 15580,ISO 10967-2
RFC 3068,RFC 5971
RFC 6035,RFC 6390
RFC 6223,ITU H.248.50
RFC 3177,RFC 3314
RFC 6973,RFC 7398
RFC 3621,ITU G.988
RFC 1536,RFC 5405
ITU X.460,ITU X.400
RFC 3849,RFC 6052
RFC 5461,RFC 5508
ITU T.36,ITU T.30
ISO 11587,ITU X.701
RFC 4647,RFC 6120
ITU X.605,ITU X.601
RFC 1685,RFC 2162
RFC 2425,RFC 2445
ITU BT.1129-1,ITU J.140
ITU BT.1210-1,ITU J.140
ITU BT.500-7,ITU J.140
RFC 3922,RFC 7248
ITU Y.2002,ITU Y.2091
ITU I.120,ITU Q.730
RFC 4522,ITU X.518
RFC 2920,RFC 6409
RFC 2070,RFC 2557
RFC 2085,ITU Y.2701
RFC 2962,RFC 3027
ITU M.3211.1,ITU M.3400
RFC 4141,RFC 6409
RFC 2846,RFC 3859
ISO 14496-20,ITU H.760
RFC 1969,RFC 3193
RFC 1983,RFC 4218
ITU E.418,ITU Q.1703
RFC 3019,RFC 3740
RFC 1623,RFC 1643
RFC 4675,RFC 5176
RFC 1118,RFC 1147
ISO 8632-3,ITU T.411
RFC 4952,RFC 5891
RFC 3356,RFC 4929
RFC 4775,RFC 4929
RFC 4040,ITU H.248.52
ITU E.454,ITU E.456
ITU E.458,ITU E.456
RFC 2624,RFC 3530
ITU Q.954.2,ITU Q.950
ITU H.248.91,ITU H.248.93
RFC 6567,RFC 7434
RFC 4583,ITU H.248.19
RFC 2271,ITU M.3016.1
RFC 2272,ITU M.3016.1
RFC 2273,ITU M.3016.1
RFC 3494,RFC 4520
RFC 7006,ITU H.248.80
RFC 7248,ITU H.248.78
ITU Q.710,ITU Q.1224
ITU X.960,ITU X.903
ITU Y.1530,ITU E.470
ITU Q.2769.1,ITU Q.1237
ITU G.8132,ITU G.8121
RFC 4860,RFC 6411
RFC 1594,RFC 4702
RFC 4703,RFC 4702
RFC 3304,RFC 3303
ITU BT.1699,ITU H.760
ITU Q.1600,ITU Q.1551
ITU Q.76,ITU Q.1551
RFC 2182,RFC 2694
ISO 11586-4,ITU X.803
RFC 3252,RFC 3470
RFC 754,RFC 759
RFC 1282,RFC 4251
ITU Q.1551,ITU Q.1541
RFC 3695,ISO 14496-12
RFC 5902,RFC 6296
RFC 2539,RFC 4034
RFC 5596,RFC 5595
ITU Q.705,ITU Q.751.1
ITU M.3017,ITU Y.2201
ITU H.235.9,ITU H.235.0
ISO 11017,RFC 3536
ITU X.412,ITU X.411
ITU L.52,ITU L.53
RFC 3169,RFC 3588
ITU X.1631,ITU Y.3501
ITU J.262,ITU Y.2205
RFC 4592,RFC 4924
ITU A.3,ITU Q.1701
ITU M.1167,ITU Q.1701
ITU M.818-1,ITU Q.1701
ITU E.201,ITU E.751
RFC 2769,RFC 6808
ITU BT.802-1,ITU J.144
ISO 19440,ITU X.1601
ISO 28000,ITU X.1601
RFC 3597,RFC 4033
RFC 3755,RFC 4033
RFC 3757,RFC 4033
RFC 3845,RFC 4033
ITU G.744,ITU Q.1902.1
ISO 20943-3,ISO 11179-3
ISO 9007,ISO 11179-3
RFC 1248,RFC 1349
ITU Q.951.7,ITU Q.950
ITU V.35,ITU G.989.1
ITU E.522,ITU E.360.1
ITU E.733,ITU E.360.1
ITU Q.2150,ITU Q.1902.5
RFC 2709,ITU Y.2701
ISO 24751-8,ISO 15944-7
RFC 4898,ITU H.248.89
RFC 1356,RFC 1700
RFC 2007,RFC 2990
ITU Q.85.6,ITU Q.735.6
ISO 6709,ISO 20943-1
RFC 6265,RFC 6750
ITU P.1110,ITU P.341
ITU P.313,ITU P.341
RFC 3738,RFC 5405
RFC 5828,RFC 6060
ITU X.1142,ITU X.1141
ISO 6.2.3.1,ISO 13874
ISO 6.2.3.3,ISO 13874
RFC 1326,RFC 1888
ITU Q.68,ITU Q.821
ISO 9834-6,ITU X.227
RFC 5332,ITU G.8121
RFC 4676,RFC 4776
RFC 5880,ITU G.8121.2
ITU Q.1930,ITU Q.1950
RFC 2387,RFC 2557
ITU Q.951.1,ITU Q.950
RFC 4039,RFC 4436
ISO 10026-4,ITU X.860
ITU P.1201.11,ITU P.1201.1
RFC 2669,ITU J.122
ITU M.1025,ITU M.1340
RFC 4871,ITU X.1244
RFC 5039,ITU X.1244
RFC 5961,RFC 6269
RFC 4169,RFC 5226
RFC 3478,ITU G.7713.3
RFC 3536,RFC 5031
RFC 2112,RFC 2110
ISO 8650-2,ITU X.247
ITU X.247,ITU X.638
ITU P.915,ITU P.1301
RFC 6647,RFC 6710
RFC 6215,ITU G.8110.1
ITU I.603,ITU G.964
ITU G.7702,ITU G.7711
ISO 7489,RFC 1812
RFC 1716,RFC 1812
ITU Q.258,ITU O.11
ITU Q.722,ITU O.11
ITU G.8112,ITU G.798.1
RFC 4278,RFC 4614
ITU BS.1116-1,ITU P.1301
ITU BT.710-4,ITU P.1301
ISO 24751-1,ISO 24751
RFC 4268,ITU Y.2770
ISO 15444-11,ISO 15444
ITU T.804,ISO 15444
ISO 15444-4,ISO 15444
ITU T.803,ISO 15444
ISO 13568,ITU X.950
RFC 1877,ITU H.610
ITU Q.1238.7,ITU Q.1238.1
RFC 2303,RFC 2806
ITU M.3207.1,ITU M.3610
ISO 2382-23,ISO 11179-3
ISO 10118-2,ITU H.225.0
ITU BS.1116-3,ITU P.1312
ISO 14842,ISO 14844
RFC 3495,ITU J.192
ITU H.222,ITU H.245
RFC 3206,RFC 4422
RFC 5473,RFC 6183
RFC 2389,RFC 2557
RFC 4311,ITU Y.2051
RFC 4017,ITU X.1205
ISO 28360,ISO 2008
ITU X.22,ITU X.300
ITU X.80,ITU X.300
ITU Y.1300,RFC 5860
ITU H.331,ITU H.322
ITU Q.3303.3,ITU Y.2205
ITU F.749.1,ITU G.799.1
RFC 2058,RFC 2107
RFC 1830,RFC 2476
RFC 3841,ITU J.366.4
ITU Q.1241,ITU Q.1703
ITU Q.1741,ITU Q.1762
ITU Q.1742,ITU Q.1762
RFC 3788,ITU H.248.67
RFC 2817,ITU Y.2701
RFC 4242,RFC 4339
RFC 1911,RFC 2076
RFC 2118,RFC 3079
ITU G.912,ITU O.151
ITU G.913,ITU O.151
ITU G.914,ITU O.151
ITU G.952,ITU O.151
ITU G.953,ITU O.151
ITU G.954,ITU O.151
ITU G.956,ITU O.151
ITU E.734,ITU E.360.1
ITU T.73,ITU T.411
ISO 13522-3,ITU T.171
ISO 13522-4,ITU T.171
ITU F.116,ITU Q.1721
RFC 1601,RFC 4844
RFC 3967,RFC 4844
RFC 4693,RFC 4844
RFC 4845,RFC 4844
RFC 4897,RFC 4844
ITU G.1071,ITU P.800.1
RFC 7290,RFC 7680
ITU Y.2215,ITU Y.2201
ITU Q.765.1,ITU Q.1902.1
ITU I.252.7,ITU F.853
ITU H.460,ITU H.460.1
RFC 1810,RFC 4953
RFC 3107,ITU Y.1561
ITU T.413,ITU T.435
ITU F.220,ITU Q.931
ITU F.230,ITU Q.931
ITU F.731,ITU Q.931
ITU I.334,ITU Q.931
ITU T.501,ITU Q.931
ITU T.504,ITU Q.931
ITU T.71,ITU Q.931
RFC 4210,RFC 5280
RFC 1513,RFC 4502
RFC 2074,RFC 4502
RFC 3273,RFC 4502
RFC 5501,RFC 6348
RFC 5925,ITU H.248.89
ITU Q.144,ITU G.168
ITU E.501,ITU E.360.1
ITU E.523,ITU E.360.1
ITU E.527,ITU E.360.1
ITU I.601,ITU I.414
ISO 9314,ISO 10589
RFC 1611,RFC 1700
ISO 9576-2,ITU X.236
ITU X.228,ITU X.402
ITU I.461,ITU Q.1741.2
ITU I.462,ITU Q.1741.2
RFC 3839,RFC 6381
ISO 8859-1,2,9,ISO 14496-2
ISO 10166,ITU T.435
ITU T.436,ITU T.435
ITU X.792,ITU Q.821
RFC 2140,RFC 3155
ITU I.253.4,ITU Q.953.5
RFC 4458,ITU Q.1912.5
RFC 4133,ITU G.988
ITU E.41,ITU E.502
ITU E.42,ITU E.502
ITU Q.544,ITU E.502
RFC 4605,ITU J.222.2
ISO 19763-6,ISO 19763-3
ISO 18028-2,ITU X.1205
ISO 18028-3,ITU X.1205
ISO 18028-5,ITU X.1205
ISO 18043,ITU X.1205
ITU J.213,ITU J.222.2
ITU E.352,ITU E.360.1
RFC 3195,ITU H.810
RFC 3881,ITU H.810
ITU F.415,ITU X.400
RFC 4622,RFC 5122
ISO 5127-1,ISO 15944-7
ISO 7506,ISO 15944-7
ITU E.434,ITU E.470
RFC 2423,RFC 3458
RFC 6544,ITU H.248.50
RFC 2031,RFC 4071
RFC 3233,RFC 4071
RFC 3677,RFC 4071
RFC 3710,RFC 4071
RFC 3716,RFC 4071
ISO 13241,ISO 15431
ITU T.45,ITU T.44
ISO 14495,ITU T.800
RFC 884,RFC 1340
RFC 4003,RFC 5852
ITU M.3180,ITU M.3400
ITU T.330,ITU X.400
RFC 4598,ITU J.361
RFC 6222,ITU H.248.39
RFC 5655,RFC 5982
RFC 5815,RFC 5982
RFC 3203,ITU J.222.2
ISO 2846,ITU T.412
RFC 3627,RFC 3775
RFC 3813,RFC 4377
ITU X.623,ITU Q.811
RFC 7362,ITU H.248.50
ISO 14496-15,RFC 6381
RFC 2816,RFC 2815
RFC 2767,RFC 3338
ITU J.282,ITU J.700
ISO 19460,ISO 2016
ISO 532,ITU P.10
RFC 7066,RFC 7006
RFC 3361,ITU Y.2014
ISO 21217,ITU Y.2281
ITU M.1452-1,ITU Y.2281
ITU M.1453-2,ITU Y.2281
ITU M.1457-9,ITU Y.2281
ISO 15961,ITU Y.2213
ISO 2022-1986,ITU T.52
ITU Q.952.71,ITU Q.957.1
ISO 14845,ISO 14846
RFC 4225,RFC 5971
RFC 3319,ITU J.366.4
RFC 3959,RFC 5009
RFC 3960,RFC 5009
ITU G.762,ITU M.2100
RFC 5974,RFC 5978
RFC 1468,RFC 1700
RFC 1557,RFC 1700
RFC 5687,RFC 5986
ISO 8859-15,ITU T.800
RFC 2335,RFC 2684
ISO 19108,ISO 15944-1
RFC 3173,RFC 3588
ISO 13406-2,ITU E.138
ITU E.136,ITU E.138
ITU E.137,ITU E.138
ITU K.17,ITU G.991.1
ITU K.53,ITU K.69
RFC 1285,RFC 1700
ITU H.248.80,ITU H.248.90
RFC 5307,RFC 5316
RFC 3973,RFC 4607
RFC 4483,ITU J.366.4
RFC 1142,RFC 3618
RFC 4361,ITU J.222.2
ISO 10183-1,ISO 10000-3
ITU X.142,ITU X.7
ITU X.87,ITU X.7
ITU Q.824.0,ITU Q.824.5
ISO 13235-3,ITU X.903
RFC 7296,RFC 7427
RFC 4115,ITU G.984.3
RFC 114,RFC 1000
RFC 80,RFC 114
ISO 10180,ISO 15285
ISO 3.4,ISO 15285
RFC 7594,RFC 7680
ISO 10241,ISO 11179-3
RFC 5986,ISO 23009-1
ITU I.322,ITU Y.2011
RFC 2230,RFC 3104
ITU J.176,ITU J.166
RFC 5247,ITU G.987.3
RFC 5433,ITU G.987.3
RFC 2349,ITU J.122
ITU G.232,ITU G.120
RFC 4116,RFC 4632
ITU G.116,ITU G.101
RFC 4186,ITU Q.3201
ITU X.702,ITU X.701
RFC 1368,RFC 1515
RFC 5790,RFC 6434
RFC 3305,RFC 3406
ITU G.799.3,ITU T.38
RFC 3150,RFC 4614
RFC 3462,RFC 3798
ITU Q.2120,ITU I.732
RFC 3083,ITU J.125
RFC 5082,RFC 5405
ITU M.1450,ITU G.9970
ITU M.1801,ITU G.9970
ITU X.351,ITU X.300
ITU X.352,ITU X.300
RFC 5762,RFC 5968
RFC 5009,ITU Q.1912.5
RFC 3682,RFC 4953
ITU I.310,ITU M.1400
ISO 15991,ISO 15992
ISO 12207,ISO 3307
ISO 15288,ISO 3307
ISO 15504,ISO 3307
ISO 15504-1,ISO 3307
ISO 15504-2,ISO 3307
ISO 15504-4,ISO 3307
ISO 21827,ISO 3307
RFC 4606,RFC 6001
ISO 8613-11,ITU T.413
ISO 2009,ISO 15944-7
RFC 7002,ITU H.248.87
RFC 7003,ITU H.248.87
RFC 7004,ITU H.248.87
RFC 5025,RFC 5039
RFC 3724,RFC 4924
RFC 1650,RFC 1700
RFC 4348,ITU J.361
ITU G.994,ITU G.9701
ISO 10164-17,ITU X.701
RFC 2896,ITU O.211
RFC 4616,RFC 6120
ISO 15946-1,ITU H.235.0
ITU I.231.9,ITU M.1400
ITU Q.8,ITU M.1400
RFC 4025,RFC 5226
RFC 4197,RFC 4553
RFC 862,RFC 1340
ISO 1073,ITU Q.2630.1
RFC 2933,ITU G.984.4
RFC 4087,RFC 4213
ISO 7811-3,ITU E.136
ISO 7811-4,ITU E.136
ISO 7811-5,ITU E.136
ISO 2005,ISO 11179-2
RFC 3982,RFC 3958
RFC 3983,RFC 3958
RFC 102,RFC 114
RFC 103,RFC 114
RFC 83,RFC 114
RFC 88,RFC 114
RFC 91,RFC 114
RFC 3208,RFC 5135
ITU G.997,ITU G.997.2
RFC 2314,RFC 2312
RFC 3785,RFC 4105
RFC 6375,ITU G.8113.2
ITU X.50,ITU M.1300
RFC 4183,ITU J.362
RFC 6244,ITU H.248.50
ITU F.853,ITU Q.1521
ITU H.741,ITU H.741.0
ISO 10035-2,ITU X.237
ISO 8326...1,ITU X.237
ISO 8649...1,ITU X.237
RFC 6001,RFC 6060
ITU Q.84.2,ITU Q.734.2
RFC 1377,RFC 1700
RFC 5135,RFC 6269
RFC 5128,ITU H.248.84
RFC 4553,ITU J.214
ITU V.662-3,ITU J.185
ISO 6523..........................................................................................................17,ISO 11179-6
ISO 5217,ISO 15944-7
ISO 9293,ITU T.411
ITU T.400,ITU T.411
RFC 3189,ITU H.248.49
ISO 10737,ITU Q.822
ITU I.530,ITU V.110
ITU Q.823,ITU G.967.2
ISO 9069,ITU T.411
RFC 1184,RFC 1700
RFC 2640,RFC 3395
ISO 9805,ITU X.852
RFC 5802,RFC 6120
RFC 6443,RFC 6881
RFC 6881,RFC 7090
ITU X.8121,ITU X.803
ISO 216,ITU T.411
ITU H.3231,ITU H.322
RFC 3383,RFC 4520
ISO 15945,ITU E.800
RFC 2367,ITU J.170
RFC 6302,RFC 6888
RFC 6333,RFC 6888
ITU G.142,ITU G.101
ITU X.852,ITU X.862
ITU Q.733,ITU H.246
ITU Y.2703,ITU Y.2091
RFC 6072,RFC 6714
RFC 3105,RFC 3102
RFC 2415,RFC 3390
ISO 10021-11,ITU X.402
ITU Q.735,ITU Q.1238.1
RFC 5027,ITU Y.2205
RFC 4413,RFC 4987
